id,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7
68735,Action,Adventure,Fantasy, , , , 
87101,Science Fiction,Action,Thriller,Adventure, , , 
10140,Adventure,Family,Fantasy, , , , 
676,History,Romance,War, , , , 
1858,Adventure,Science Fiction,Action, , , , 
1966,War,History,Action,Adventure,Drama,Romance, 
675,Adventure,Fantasy,Family,Mystery, , , 
674,Adventure,Fantasy,Family, , , , 
8960,Fantasy,Action, , , , , 
6479,Drama,Horror,Action,Thriller,Science Fiction, , 
118,Adventure,Comedy,Family,Fantasy, , , 
2062,Animation,Comedy,Family,Fantasy, , , 
272,Action,Crime,Drama, , , , 
10527,Family,Animation, , , , , 
18360,Adventure,Fantasy,Action,Comedy,Family, , 
2080,Adventure,Action,Thriller,Science Fiction, , , 
605,Adventure,Action,Thriller,Science Fiction, , , 
109445,Animation,Adventure,Family, , , , 
604,Adventure,Action,Thriller,Science Fiction, , , 
76338,Action,Adventure,Fantasy, , , , 
76341,Action,Adventure,Science Fiction,Thriller, , , 
13448,Thriller,Mystery, , , , , 
10195,Adventure,Fantasy,Action, , , , 
13053,Animation,Family,Adventure,Comedy, , , 
19585,Fantasy,Action,Adventure,Family,Comedy, , 
57165,Adventure, , , , , , 
62213,Comedy,Fantasy, , , , , 
177677,Action,Adventure,Thriller, , , , 
7978,Drama,Horror,Thriller, , , , 
5559,Family,Animation,Adventure,Comedy, , , 
49444,Animation,Family, , , , , 
10196,Action,Adventure,Family,Fantasy, , , 
956,Adventure,Action,Thriller, , , , 
117251,Action,Drama,Thriller, , , , 
50321,Adventure,Animation,Family, , , , 
11619,Adventure,Animation,Comedy,Family, , , 
266647,Adventure,Family,Fantasy, , , , 
82703,Animation,Adventure,Family, , , , 
652,Adventure,Drama,War, , , , 
80321,Animation,Family, , , , , 
36669,Adventure,Action,Thriller, , , , 
43074,Action,Fantasy,Comedy, , , , 
95,Action,Thriller,Science Fiction,Adventure, , , 
608,Action,Adventure,Comedy,Science Fiction, , , 
2310,Adventure,Action,Animation, , , , 
140300,Action,Adventure,Animation,Comedy,Family, , 
56292,Action,Thriller,Adventure, , , , 
81188,Fantasy,Animation,Family, , , , 
7552,Comedy, , , , , , 
616,Drama,Action,War,History, , , 
147441,Adventure,Drama,Action, , , , 
13475,Science Fiction,Action,Adventure, , , , 
557,Fantasy,Action, , , , , 
82702,Fantasy,Action,Adventure,Animation,Comedy,Family, 
205584,Fantasy, , , , , , 
10048,Action, , , , , , 
13183,Action,Mystery,Science Fiction, , , , 
944,Action,Adventure,Comedy,Crime,Thriller, , 
1927,Drama,Action,Science Fiction, , , , 
72559,Adventure,Action,Science Fiction,Thriller, , , 
7364,Action,Adventure,Comedy,Drama,Mystery, , 
2114,Adventure,Action,Animation,Fantasy,Science Fiction,Thriller, 
1771,Action,Adventure,Science Fiction, , , , 
36643,Adventure,Action,Thriller, , , , 
8619,Adventure, , , , , , 
50620,Adventure,Fantasy,Drama,Romance, , , 
65759,Animation,Comedy,Family, , , , 
1724,Science Fiction,Action,Adventure, , , , 
267935,Adventure,Family,Fantasy, , , , 
281957,Western,Drama,Adventure,Thriller, , , 
77950,Animation,Family, , , , , 
44896,Animation,Comedy,Family,Western,Adventure, , 
270946,Family,Animation,Adventure,Comedy, , , 
2503,Action,Drama,Mystery,Thriller, , , 
9502,Adventure,Animation,Family,Comedy, , , 
102899,Science Fiction,Action,Adventure, , , , 
101299,Adventure,Action,Science Fiction, , , , 
228161,Fantasy,Comedy,Animation,Science Fiction,Family, , 
74,Adventure,Thriller,Science Fiction, , , , 
8961,Adventure,Action,Comedy,Thriller,Crime, , 
417859,Action,Adventure,Animation,Family,Fantasy, , 
27576,Action,Mystery,Thriller, , , , 
86834,Drama,Adventure, , , , , 
17578,Adventure,Animation,Mystery, , , , 
673,Adventure,Fantasy,Family, , , , 
6972,Drama, , , , , , 
82700,Science Fiction,Action,Adventure, , , , 
10567,Animation,Family, , , , , 
181533,Adventure,Comedy,Fantasy,Family, , , 
38055,Animation,Action,Comedy,Family,Science Fiction, , 
671,Adventure,Fantasy,Family, , , , 
49524,Fantasy,Action,Comedy,Crime, , , 
22,Adventure,Fantasy,Action, , , , 
131631,Science Fiction,Adventure,Thriller, , , , 
591,Thriller,Mystery, , , , , 
172385,Animation,Adventure,Comedy,Family, , , 
36658,Adventure,Action,Science Fiction,Thriller, , , 
51497,Action,Thriller,Crime, , , , 
58574,Adventure,Action,Crime,Mystery, , , 
18823,Adventure,Fantasy,Action, , , , 
861,Action,Adventure,Science Fiction, , , , 
1911,Adventure,Fantasy,Action, , , , 
49040,Action,Thriller, , , , , 
415,Action,Crime,Fantasy, , , , 
8871,Family,Comedy,Fantasy, , , , 
435,Action,Adventure,Science Fiction,Thriller, , , 
955,Adventure,Action,Thriller, , , , 
2133,Drama, , , , , , 
1979,Adventure,Fantasy,Action,Thriller, , , 
87827,Adventure,Drama,Action, , , , 
1250,Thriller,Action,Fantasy,Horror, , , 
324668,Action,Thriller, , , , , 
9471,Action,Adventure,Comedy, , , , 
70981,Science Fiction,Adventure,Mystery, , , , 
10996,Family,Adventure,Animation,Comedy, , , 
68724,Science Fiction,Action,Drama,Thriller, , , 
2789,Action,Science Fiction, , , , , 
97020,Action,Science Fiction, , , , , 
7459,Action,Family,Science Fiction, , , , 
42888,Comedy,Drama,Romance, , , , 
37834,Action,Comedy, , , , , 
75612,Action,Science Fiction,Adventure,Mystery, , , 
1895,Science Fiction,Adventure,Action, , , , 
1894,Adventure,Action,Science Fiction, , , , 
585,Animation,Comedy,Family, , , , 
76170,Action,Science Fiction,Adventure,Fantasy, , , 
1893,Adventure,Action,Science Fiction, , , , 
49519,Adventure,Animation,Comedy,Family,Fantasy, , 
2395,Fantasy,Adventure,Comedy,Family, , , 
12100,Drama,Action,History,War, , , 
290595,Action,Adventure,Drama, , , , 
98566,Science Fiction,Action,Adventure,Fantasy,Comedy, , 
49047,Science Fiction,Thriller,Drama, , , , 
9619,Action,Adventure,Thriller, , , , 
308531,Fantasy,Action,Adventure,Comedy, , , 
166424,Action,Adventure,Science Fiction, , , , 
1593,Action,Adventure,Comedy,Family,Fantasy, , 
254128,Action,Drama,Thriller, , , , 
714,Adventure,Action,Thriller, , , , 
2024,Drama,History,War,Action, , , 
163,Thriller,Crime, , , , , 
787,Action,Comedy,Drama,Thriller, , , 
262500,Adventure,Science Fiction,Thriller, , , , 
2567,Drama, , , , , , 
38745,Comedy, , , , , , 
40805,Action,Crime,Comedy, , , , 
53182,Action,War, , , , , 
41513,Animation,Family,Adventure,Comedy,Fantasy, , 
13700,Animation,Family, , , , , 
262504,Adventure,Science Fiction, , , , , 
39254,Action,Science Fiction,Drama, , , , 
77931,Fantasy,Family,Comedy,Animation, , , 
1639,Action,Adventure,Thriller, , , , 
80274,Science Fiction,Action,Adventure, , , , 
1571,Action,Thriller, , , , , 
120,Adventure,Fantasy,Action, , , , 
10204,Action,Adventure,Comedy, , , , 
8489,Drama, , , , , , 
10588,Comedy,Fantasy,Family, , , , 
2048,Action,Science Fiction, , , , , 
1495,Drama,Action,Adventure,History,War, , 
10137,Animation,Fantasy,Family,Comedy, , , 
10198,Romance,Family,Animation,Music, , , 
286217,Drama,Adventure,Science Fiction, , , , 
1635,Action,Thriller,Science Fiction,Adventure, , , 
24113,Comedy,Romance, , , , , 
9679,Action,Crime,Thriller, , , , 
98,Action,Drama,Adventure, , , , 
180,Action,Thriller,Science Fiction,Mystery, , , 
672,Adventure,Fantasy,Family, , , , 
36557,Adventure,Action,Thriller, , , , 
869,Thriller,Science Fiction,Action,Adventure, , , 
280,Action,Thriller,Science Fiction, , , , 
11322,History,Crime,Drama, , , , 
4982,Drama,Crime, , , , , 
36955,Action,Thriller, , , , , 
18487,Thriller,Drama,Crime, , , , 
39451,Comedy,Romance, , , , , 
27581,Action,Comedy,Crime, , , , 
9268,Action,Drama,Mystery,Thriller, , , 
68718,Drama,Western, , , , , 
10545,Drama,Animation,Family, , , , 
11688,Adventure,Animation,Comedy,Family,Fantasy, , 
76163,Action,Adventure,Thriller, , , , 
2059,Adventure,Action,Thriller,Mystery, , , 
2486,Fantasy,Action,Adventure,Family, , , 
16523,Family,Fantasy, , , , , 
116711,Animation,Adventure,Family,Fantasy, , , 
37710,Action,Thriller,Romance, , , , 
9946,Action,Fantasy,Horror,Mystery, , , 
1372,Drama,Thriller,Action, , , , 
106646,Crime,Drama,Comedy, , , , 
414,Action,Crime,Fantasy, , , , 
563,Adventure,Action,Thriller,Science Fiction, , , 
83542,Drama,Science Fiction, , , , , 
41216,Animation,Adventure,Family,Fantasy, , , 
314,Action,Crime, , , , , 
184315,Action,Adventure, , , , , 
9016,Adventure,Animation,Family,Fantasy,Science Fiction, , 
18162,Adventure,Comedy,Science Fiction, , , , 
138103,Action,Adventure,Thriller, , , , 
257088,Action,Crime,Thriller, , , , 
10214,Fantasy,Comedy,Family,Adventure, , , 
205775,Thriller,Drama,Adventure,Action,History, , 
11692,Action,Comedy,Science Fiction, , , , 
22972,War,Action,Adventure,Drama,Thriller, , 
227973,Animation, , , , , , 
29193,Crime,Drama,Mystery,Thriller, , , 
1734,Adventure,Action,Fantasy, , , , 
3131,Drama,History,Crime, , , , 
76758,Drama,History,War, , , , 
9408,Animation,Comedy,Family, , , , 
9890,Action,Comedy,Science Fiction, , , , 
855,Action,History,War, , , , 
77953,Comedy, , , , , , 
18,Adventure,Fantasy,Action,Thriller,Science Fiction, , 
37786,Comedy,Drama,Romance, , , , 
10501,Adventure,Animation,Comedy,Family, , , 
57800,Animation,Comedy,Adventure,Family, , , 
150689,Romance,Fantasy,Family,Drama, , , 
7980,Fantasy,Drama, , , , , 
12,Animation,Family, , , , , 
122,Adventure,Fantasy,Action, , , , 
121,Adventure,Fantasy,Action, , , , 
68737,Adventure,Fantasy, , , , , 
1995,Adventure,Fantasy,Action,Thriller, , , 
157353,Thriller,Science Fiction,Drama,Mystery, , , 
331,Adventure,Action,Thriller,Science Fiction, , , 
61791,Thriller,Action,Drama,Science Fiction, , , 
8204,Adventure,Family,Fantasy, , , , 
47964,Action,Thriller, , , , , 
10733,Western,History,War, , , , 
9806,Action,Adventure,Animation,Family, , , 
1408,Action,Adventure, , , , , 
32657,Adventure,Fantasy,Family, , , , 
607,Action,Adventure,Comedy,Science Fiction, , , 
863,Animation,Comedy,Family, , , , 
44048,Action,Thriller, , , , , 
5175,Action,Comedy,Crime,Thriller, , , 
2655,Drama,Horror,Mystery,Thriller, , , 
22794,Animation,Comedy,Family, , , , 
8355,Animation,Comedy,Family,Adventure, , , 
116745,Adventure,Comedy,Drama,Fantasy, , , 
4327,Action,Adventure,Comedy,Crime,Thriller, , 
1422,Drama,Thriller,Crime, , , , 
10674,Animation,Family,Adventure, , , , 
7446,Action,Comedy, , , , , 
65754,Thriller,Crime,Mystery,Drama, , , 
1572,Action,Thriller, , , , , 
10528,Action,Adventure,Crime,Mystery, , , 
271969,Drama, , , , , , 
10865,Animation,Family,Adventure,Science Fiction, , , 
258509,Adventure,Animation,Comedy,Family, , , 
2253,Drama,Thriller,History,War, , , 
10661,Comedy,Action, , , , , 
257344,Action,Comedy,Science Fiction, , , , 
644,Drama,Science Fiction,Adventure, , , , 
10756,Thriller,Fantasy,Comedy,Family,Mystery, , 
686,Drama,Science Fiction,Mystery, , , , 
9383,Action,Science Fiction,Thriller, , , , 
179,Crime,Thriller, , , , , 
76285,Adventure,Family,Fantasy, , , , 
1996,Action,Adventure,Fantasy,Thriller, , , 
291805,Action,Adventure,Comedy,Crime,Mystery,Thriller, 
10003,Thriller,Action,Romance,Science Fiction,Adventure, , 
1535,Action,Crime,Thriller, , , , 
2067,Science Fiction, , , , , , 
46195,Animation,Adventure,Comedy,Family, , , 
2277,Comedy,Science Fiction, , , , , 
10357,Science Fiction,Action,Drama,Thriller, , , 
4477,Crime,Thriller,Drama, , , , 
8665,Drama,History,Thriller, , , , 
9387,Adventure,Fantasy,Action, , , , 
921,Romance,Drama,History, , , , 
49852,Fantasy,Action,Family, , , , 
4464,Drama,History, , , , , 
664,Action,Adventure,Drama, , , , 
8358,Adventure,Drama, , , , , 
9836,Animation,Comedy, , , , , 
2502,Action,Drama,Thriller, , , , 
9772,Action,Thriller, , , , , 
161,Thriller,Crime, , , , , 
52451,Adventure,Action,Thriller, , , , 
76492,Animation,Comedy,Family,Fantasy, , , 
4523,Comedy,Family,Fantasy,Romance, , , 
59961,Action,Thriller, , , , , 
10481,Comedy,Family, , , , , 
59108,Action,Comedy, , , , , 
1581,Comedy,Romance, , , , , 
9798,Action,Drama,Thriller, , , , 
22897,Comedy,Romance, , , , , 
298,Crime,Thriller, , , , , 
7484,Adventure,Animation,Family, , , , 
157350,Adventure,Action,Science Fiction, , , , 
853,War, , , , , , 
10159,Adventure,Action,Comedy,Thriller, , , 
9593,Adventure,Fantasy,Action,Comedy,Family, , 
1904,Drama,History,Romance, , , , 
9615,Action,Crime,Drama,Thriller, , , 
51052,Drama,Animation,Family,Comedy, , , 
297,Fantasy,Drama,Mystery, , , , 
9884,Action,Thriller,Drama, , , , 
16858,Drama,Music, , , , , 
62764,Adventure,Fantasy,Drama,Comedy,Science Fiction,Family, 
22538,Action,Adventure,Comedy, , , , 
9341,Action,Thriller,Adventure,Science Fiction, , , 
12107,Fantasy,Comedy,Romance,Science Fiction, , , 
9637,Mystery,Adventure,Comedy, , , , 
49049,Action,Science Fiction, , , , , 
9339,Comedy,Drama,Fantasy,Romance, , , 
16281,Horror,Comedy,Fantasy, , , , 
39691,Comedy,Family, , , , , 
8247,Adventure,Fantasy,Science Fiction, , , , 
11253,Adventure,Fantasy,Science Fiction, , , , 
1949,Crime,Drama,Mystery,Thriller, , , 
8452,Science Fiction, , , , , , 
310,Fantasy,Comedy, , , , , 
27578,Thriller,Adventure,Action, , , , 
954,Adventure,Action,Thriller, , , , 
70160,Science Fiction,Adventure,Fantasy, , , , 
45243,Comedy, , , , , , 
364,Action,Fantasy, , , , , 
7518,Comedy,Animation,Family, , , , 
11544,Animation,Family, , , , , 
9986,Comedy,Family,Fantasy, , , , 
8656,Action,Drama,Romance, , , , 
146216,Action,Comedy,Crime,Thriller, , , 
9291,Comedy,Drama, , , , , 
55301,Comedy,Fantasy,Family,Music,Animation, , 
109418,Comedy, , , , , , 
11665,Action,Comedy,Thriller, , , , 
6964,Drama,Comedy,Romance, , , , 
11324,Drama,Thriller,Mystery, , , , 
12193,Comedy,Romance,Drama, , , , 
9928,Animation,Comedy,Family,Science Fiction, , , 
754,Action,Crime,Science Fiction,Thriller, , , 
10202,Fantasy,Comedy,Family,Romance, , , 
4147,Thriller,Crime,Drama, , , , 
50546,Romance,Comedy, , , , , 
1701,Action,Thriller,Crime, , , , 
13027,Mystery,Thriller,Action, , , , 
2289,Drama, , , , , , 
20504,Action,Thriller,Science Fiction, , , , 
9574,Comedy,Family,Science Fiction, , , , 
11618,Horror,Thriller,Fantasy,Mystery, , , 
2300,Animation,Comedy,Drama,Family,Fantasy, , 
12096,Action,Comedy,Crime,Mystery,Family, , 
10200,Drama,Science Fiction,Thriller, , , , 
8834,Action,Drama,Mystery,Thriller, , , 
228150,War,Drama,Action, , , , 
6068,Action,Adventure,Comedy,Romance, , , 
41515,Comedy,Family,Animation,Adventure, , , 
9023,Western,Animation,Adventure,Comedy,Family, , 
38317,Comedy,Romance,Family, , , , 
2157,Adventure,Family,Science Fiction, , , , 
14462,Drama,Thriller,Mystery, , , , 
161795,Romance,Drama, , , , , 
159824,Animation,Comedy,Family, , , , 
49948,Animation,Family,Music, , , , 
2135,Science Fiction,Adventure,Action, , , , 
9822,Action,Adventure,Family,Fantasy, , , 
9705,Action,Crime,Thriller, , , , 
1656,Action,Adventure, , , , , 
12159,Drama,Fantasy,Romance, , , , 
9678,Comedy,Fantasy,Romance, , , , 
4442,Adventure,Fantasy,Action,Comedy,Thriller, , 
75,Comedy,Fantasy,Science Fiction, , , , 
330770,Mystery,Drama,Horror, , , , 
9433,Action,Adventure,Drama, , , , 
19959,Action,Science Fiction,Thriller, , , , 
11973,Drama,Thriller, , , , , 
11228,Action,Adventure,Thriller, , , , 
77951,Animation,Family,Adventure, , , , 
5491,Action,Science Fiction,War, , , , 
10715,Animation,Comedy,Family, , , , 
10197,Drama,Music,Romance, , , , 
9562,Action,Adventure,Science Fiction, , , , 
9922,Drama,Adventure, , , , , 
9447,Adventure,Comedy,Drama,Family,Fantasy, , 
274854,Fantasy,Action,Adventure, , , , 
8870,Thriller,Action,Science Fiction, , , , 
9992,Adventure,Fantasy,Animation,Family, , , 
36970,Documentary,Family, , , , , 
10077,Thriller,Science Fiction,Adventure,Action, , , 
76649,Action,Adventure,History,Romance,Drama, , 
293644,Comedy,Animation, , , , , 
453,Drama,Romance, , , , , 
8587,Family,Animation,Drama, , , , 
72545,Adventure,Action,Science Fiction, , , , 
109451,Animation,Family,Comedy, , , , 
9533,Crime,Thriller,Horror, , , , 
2023,Western,Adventure, , , , , 
71880,Comedy, , , , , , 
584,Action,Crime,Thriller, , , , 
309809,Adventure,Animation,Fantasy, , , , 
4858,Science Fiction,Thriller, , , , , 
17711,Action,Adventure,Animation,Comedy,Family, , 
328111,Animation,Family, , , , , 
8698,Fantasy,Action,Thriller,Science Fiction, , , 
93456,Animation,Comedy,Family, , , , 
602,Action,Adventure,Science Fiction, , , , 
330,Adventure,Action,Science Fiction, , , , 
953,Family,Animation, , , , , 
9693,Drama,Action,Thriller,Science Fiction, , , 
36657,Adventure,Action,Science Fiction, , , , 
8909,Action,Thriller,Crime, , , , 
9802,Action,Adventure,Thriller, , , , 
950,Animation,Family,Comedy,Adventure, , , 
1824,Comedy,Romance, , , , , 
2976,Family,Comedy,Music,Romance, , , 
11026,Horror,Mystery,Thriller, , , , 
332,Action,Adventure,Comedy,Family, , , 
75656,Thriller,Crime, , , , , 
38365,Comedy, , , , , , 
594,Comedy,Drama, , , , , 
15189,Comedy,Family, , , , , 
11678,Action,Adventure,Thriller, , , , 
6538,Comedy,Drama,History, , , , 
10555,Animation,Action,Comedy,Family, , , 
1125,Drama, , , , , , 
4551,Comedy,Crime, , , , , 
612,Drama,Action,History,Thriller, , , 
9567,Action,Drama,War, , , , 
37821,Action,Comedy,Thriller,Romance, , , 
203801,Comedy,Action,Adventure, , , , 
2539,Comedy, , , , , , 
9297,Animation,Comedy,Family,Fantasy, , , 
3172,Action,Comedy,Crime,Romance, , , 
6520,Action,Adventure,Drama,Romance, , , 
1439,Drama,History,Romance, , , , 
37958,Fantasy,Action,Drama, , , , 
2026,Mystery,Drama,Thriller,Crime, , , 
7450,Animation,Action,Science Fiction,Family,Adventure, , 
11375,Action,Adventure,Comedy,Thriller, , , 
9425,Action,War,Science Fiction, , , , 
25769,Action,Drama,Horror,Science Fiction,Thriller, , 
23685,Adventure,Fantasy,Animation,Action,Comedy, , 
11866,Action,Adventure,Drama,Thriller, , , 
9741,Science Fiction,Thriller,Drama, , , , 
211672,Family,Animation,Adventure,Comedy, , , 
23629,Action,Fantasy,Thriller, , , , 
8688,Crime,Mystery, , , , , 
10153,Science Fiction, , , , , , 
153518,Family,Animation, , , , , 
8676,Romance,Comedy,Adventure, , , , 
20829,Comedy,Drama, , , , , 
4349,Thriller,Action,Drama, , , , 
9718,Comedy, , , , , , 
10808,Comedy,Family,Romance,Fantasy, , , 
197,Action,Drama,History,War, , , 
25,Drama,War, , , , , 
35,Animation,Comedy,Family, , , , 
11086,Drama,Romance, , , , , 
10477,Action, , , , , , 
1997,Adventure,Drama,Family, , , , 
6947,Drama,Mystery,Thriller, , , , 
3050,Comedy,Family,Fantasy, , , , 
2675,Drama,Thriller,Science Fiction,Mystery, , , 
809,Adventure,Animation,Comedy,Family,Fantasy, , 
920,Animation,Adventure,Comedy,Family, , , 
4806,Comedy,Romance, , , , , 
7451,Action,Adventure,Thriller, , , , 
228165,Animation,Adventure,Comedy,Family, , , 
3595,Action,Thriller, , , , , 
16869,Drama,Action,Thriller,War, , , 
879,Adventure,Fantasy,Comedy,Family, , , 
1573,Action,Thriller, , , , , 
9257,Action,Thriller,Crime, , , , 
1903,Drama,Mystery,Romance,Science Fiction,Thriller, , 
9697,Drama,Thriller,Fantasy,Mystery, , , 
395,Adventure,Science Fiction,Action, , , , 
23398,Comedy,Family,Animation,Fantasy,Music, , 
10590,Action,History,War, , , , 
117263,Action,Thriller, , , , , 
200,Science Fiction,Action,Adventure,Thriller, , , 
44943,Action,Science Fiction, , , , , 
587,Adventure,Fantasy,Drama, , , , 
10395,Fantasy, , , , , , 
57212,Drama,War, , , , , 
152760,War,Drama,History,Action, , , 
2756,Adventure,Action,Thriller,Science Fiction, , , 
33909,Drama,Crime, , , , , 
49017,Horror,Action,Drama,Fantasy,War, , 
9882,Drama,Action,Thriller,Crime, , , 
2270,Adventure,Fantasy,Romance,Family, , , 
978,Adventure,Drama,History, , , , 
44564,Comedy,Drama, , , , , 
3132,Action,Adventure,Comedy,Thriller, , , 
8814,Adventure,Action,Horror, , , , 
8427,Action,Adventure,Comedy,Thriller, , , 
52520,Fantasy,Action,Horror, , , , 
80585,Comedy,Drama,Music,Romance, , , 
10592,Drama,War, , , , , 
49021,Action,Adventure,Thriller, , , , 
11535,Action,Science Fiction,Thriller, , , , 
10550,Action,Adventure,Thriller, , , , 
11258,Thriller, , , , , , 
12610,Adventure,Animation,Action,Comedy,Family, , 
59981,Animation,Music,Family, , , , 
201088,Crime,Drama,Mystery, , , , 
5137,Mystery,Action,Thriller,Science Fiction,Adventure, , 
3093,Crime,Mystery,Thriller, , , , 
107846,Action,Thriller, , , , , 
188207,Action,Adventure, , , , , 
4614,Thriller,Action,Drama, , , , 
24021,Adventure,Fantasy,Drama,Romance, , , 
11371,Action,Crime,Thriller, , , , 
20352,Animation,Family, , , , , 
11517,Action,Comedy,Crime, , , , 
214756,Comedy, , , , , , 
26428,Adventure,Drama,History, , , , 
9824,Adventure,Fantasy,Action,Comedy,Science Fiction, , 
48988,Comedy, , , , , , 
9008,Drama,Thriller, , , , , 
300673,Action,Drama,History,Thriller, , , 
12113,Action,Drama,Thriller, , , , 
38778,Comedy, , , , , , 
72331,Action,Fantasy,Horror, , , , 
1844,Romance,Drama,Mystery, , , , 
846,Mystery,Science Fiction,Thriller, , , , 
9703,Action,Adventure,Fantasy,War, , , 
857,Drama,History,War, , , , 
136797,Action,Crime,Drama,Thriller, , , 
3981,Comedy,Romance, , , , , 
425,Animation,Comedy,Family,Adventure, , , 
6171,Drama,Horror,Science Fiction,Thriller, , , 
72976,History,Drama, , , , , 
603,Action,Science Fiction, , , , , 
568,Drama, , , , , , 
9021,Fantasy,Comedy,Family, , , , 
82695,Drama,Music,Romance, , , , 
9489,Comedy,Romance, , , , , 
12133,Comedy, , , , , , 
9342,Action,Adventure, , , , , 
